StageName,DOW,BirthLast,BirthFirst,Gender,DOB,DOD,Type,Country
Vic Damone,1951-1960,Farinola,Vito,M,1929,,R:light lead,USA
Claude Dampier,1935-1953,Cowan,Claude,M,1879,,"R:nasal drawl, country yokel",british
Bill Dana,1977-1981,Dana,Bill,M,,,R:comedian,USA
Leona Dana,,,,F,,,unknown,unknown
Leora Dana,1957-1982,Dana,Leora,F,1923,,R:general purpose,USA
Mara Danaud,,,,F,,,unknown,unknown
Charles Dance,,,,M,,,unknown,unknown
Tom dAndrea,1947,d'Andrea,Tom,M,,,R:cabbie,
Dorothy Dandridge,1937-1960,Dandridge,Dorothy,F,1923,,R:lead,USA
Karl Dane,1925-1930,Daen,Karl,M,1886,,"R:lanky, character",denmark
Beverly D'Angelo,1978-1981,D'Angelo,Beverly,F,1854,,R:lead,USA
Mirella D'Angelo,,,,F,,,unknown,unknown
Rodney Dangerfield,,,,M,,,unknown,unknown
Henry Daniell,1929-1964,Daniell,Henry,M,1894,,"R:incisive, cold-eyed",british
Suzanne Danielle,,,,F,,,unknown,unknown
Anthony Daniels,,,,M,,,unknown,unknown
Bebe Daniels,1919-1955,Daniels,Virginia,F,1901,,"R:silent, lead",USA
Jeff Daniels,,,,M,,,unknown,unknown
William Daniels,1949-1982,Daniels,William,M,1927,,R:dapper,USA
Blythe Danner,1970-1983,Danner,Blythe,F,1945,,R:young,USA
Sybil Danning,,,,F,,,unknown,unknown
Royal Dano,1949-1983,Dano,Royal,M,1922,,"R:lanky cowboys, villains",USA
Ted Danson,1979-1989,Danson,Ted,M,1952,,"R:tall, craggy",USA
Michael Dante,1958-1977,Vitti,Ralph,M,1931,,R:villain,USA
Helmut Dantine,1941-1974,Dantine,Helmut,M,1917,,R:lean,austria
Ray Danton,1952-1974,Danton,Ray,M,1931,,R:lead,USA
Tony Danza,,,,,,,unknown,unknown
Patti D'Arbanville,,,,F,,,unknown,unknown
Kim Darby,1965-1979,Zenby,Deborah,F,1947,,R:lead,USA
Denise Darcel,1948-1962,Billecard,Denise,F,1925,,R:lead,USA
Alex D'Arcy,1928-1971,Sarruf,Alexander,M,1908,,R:light international,\Eg
Ruth Dardick,,,,F,,,unknown,unknown
Frank Darien,,,,M,,,unknown,unknown
Bobby Darin,1960-1969,Cassotto,Walden Robert,M,1936,,R:pop singer,USA
Linda Darnell,1939-1965,Darnell,Monetta Eloisa,F,1921,,R:beauty,USA
James Darren,1956-1964,Ercolani,James,M,1936,,R:lead,USA
Danielle Darrieux,1931-1979,Darrieux,Danielle,F,1917,,R:vivacious,french
Jane Darwell,1914-1964,Woodward,Patti,F,1880,,R:strong and warm mother,USA
Howard daSilva,1939-1981,Siverblatt,Harold,M,1909,,"R:tough, suspicious-looking",USA
Jules Dassin,1954-1960,Dassin,Jules,M,1911,,unknown,USA
Jean Daste,,,,,,,unknown,unknown
Claude Dauphin,1938-1976,Dauphin,Claude,M,1903,,R:dapper,french
Elyssa Davalos,,,,F,,,unknown,unknown
Doris Davenport,,,,F,,,unknown,unknown
Harry Davenport,1930-1950,Davenport,Harry,M,1866,,"R:chuclesome, benevolent old man",USA
Nigel Davenport,1959-1979,Davenport,Nigel,M,1928,,"R:breezy, virile",british
Thayer David,1958-1978,David,Thayer,M,1926,,R:character,USA
Eileen Davidson,,,,F,,,unknown,unknown
John Davidson,1915-1963,Davidson,John,M,1886,,"R:piercing-eyed, white-haired villain",
William B. Davidson,1917-1947,Davidson,William B.,M,1888,,R:character,USA
John Howard Davies,1948-1951,Davies,John Howard,M,1939,,R:child,USA
Lolita Davidovitch,1989,Davidovich,Lolita,F,,,R:juicy,canada
Marion Davies,1917-1937,Douras,Marion,F,1897,,R:lead,USA
Rupert Davies,1958-1971,Davies,Rupert,M,1916,,R:character,british
Bette Davis,1931-1983,Davis,Ruth Elizabeth,F,1908,,R:inimitably intense,USA
Brad Davis,1977-1981,Davis,Brad,M,1950,,R:lead,USA
Clifton Davis,,,,M,,,unknown,unknown
Geena Davis,1993,,,F,,,R:smart,USA
Gene Davis,,,,M,,,unknown,unknown
Jim Davis,1942-1980,Davis,Jim,M,1915,,R:burly,USA
Joan Davis,1935-1956,Davis,Joan,F,1907,,R:rubber-faced,USA
Judy Davis,1979-1984,Davis,Judy,F,1956,,R:round-faced,australian
Larry Davis,,,,M,,,unknown,unknown
Lyndon Davis,,,,M,,,unknown,unknown
Mac Davis,,,,M,,,unknown,unknown
Miles Davis,,,,M,,,unknown,unknown
Nancy Davis,1950-1959,Robbins,Anne Frances,F,1956,,R:lead,USA
Ossie Davis,1950-1979,Davis,Ossie,M,1917,,R:massive presence,USA
Phyllis Davis,,,,F,,,unknown,unknown
Roger Davis,,,,M,,,unknown,unknown
Sammy Davis~jr.,1958-1882,Davis,Samuel,M,1925,,"R:energetic, `one-eyed Jewish Negro'",USA
Sonny Carl Davis,,,,M,,,unknown,unknown
Bruce Davison,1969-1981,Davison,Bruce,M,1948,,R:slightly-built,USA
Marjorie Daw,,,,M,,,unknown,unknown
Marpessa Dawn,,,,F,,,unknown,unknown
Anthony Dawson,1945-1963,Dawson,Anthony,M,1916,,R:lean-faced,british
Clayton Day,,,,M,,,unknown,unknown
Dennis Day,1951-1959,Day,Dennis,M,,,R:sr,\Ct
Doris Day,1948-1968,Kappelhoff,Doris,F,1924,,R:wholesome,USA
Frances Day,1927-1957,Day,Frances,F,1908,,R:revue star,\Ge(Ru)
Josette Day,1932-1950,Day,Josette,F,1914,,R:lead,french
Laraine Day,1937-1978,Johnson,Laraine,F,1917,,R:lead,USA
Lawrence Day,,,,M,,,unknown,unknown
Marceline Day,,,,F,,,unknown,unknown
Daniel DayLewis,1986-1989,Day-Lewis,Daniel,M,1957,,R:intense,ireland
Brian Deacon,,,,M,,,unknown,unknown
Richard Deacon,1955-1978,Deacon,Richard,M,1923,,"R:bald, bespectacled, comic snoops",USA
Isabel Dean,1947-1982,Hodgkinson,Isabel,F,1918,,R:upper-class roles,british
Jimmy Dean,1951-1956,Dean,James,M,1931,,R:moody,USA
Laura Dean,,,,F,,,unknown,unknown
Darcia Deane,,,,F,,,unknown,unknown
Maria DeAragon,,,,F,,,unknown,unknown
Brenda deBanzie,1942-1967,deBanzie,Brenda,F,1915,,R:lead,british
Kristine DeBell,,,,F,,,unknown,unknown
John DeBello,,,,M,,,unknown,unknown
Yvonne deBray,1943-1952,DeBray,Yvonne,F,1889,,R:character,USA
Nigel deBrulier,1916-1948,deBrulier,Nigel,M,1878,,R:silent star,british
Rosemary de Camp,1941-1981,Camp,Rosemary,F,1913,,R:active motherly types,USA
Yvonne deCarlo,1945-1982,Middleton,Peggy,F,1922,,R:outrageous,canada
Jeanne DeCasalis,1941-1948,Casalis,Jeanne,F,1896,,R:character,british
Pedro DeCordoba,1915-1950,DeCordoba,Pedro,M,1881,,"R:lean, sinister",USA
Arturo deCordova,1943-1953,Garcia,Arturo,M,1908,,R:flashing impudent,mexico
Ted DeCorsia,1947-1968,DeCorsia,Ted,M,1904,,R:surly villain,USA
Frances Dee,1931-1954,Dee,Jean,F,1908,,R:lead,USA
Ruby Dee,1950-1982,Dee,Ruby,F,1923,,R:black character,USA
Sandra Dee,1957-1977,Zuck,Alexandra,F,1942,,R:petite,USA
Ermelinda deFelice,,,,F,,,unknown,unknown
Eduardo DeFilippo,1932-1966,Passarelli,Eduardo,M,1900,,unknown,italian
Luca DeFilippo,1990,Passarelli,Luca,M,,,unknown,italian
Peppino DeFillippo,1950,Passarelli,Peppino,M,,,R:comic,italian
Willem Defoe,,,,M,,,unknown,unknown
Don Defore,1942-1961,Defore,Don,M,1917,,R:hearty westerner,USA
Louis deFunes,1956-1980,de Fun\`es,Louis,M,1908,,R:choleric comedian,french
Pia Degermark,1967-1971,Degermark,Pia,F,1949,,R:lead,\Sw
Nicholas DeGunzberg,1932,West,Julian,M,,,R:sr,\Da nish
Olivia deHavilland,1935-1982,de Havilland,Olivia,F,1916,,romantic,british
John Dehner,1945-1977,Forkum,John,M,1915,,"R:sympathetic smart alec, dastardly villain",
Albert Dekker,1937-1969,Dekker,Albert,M,1905,,unknown,\Am-\Du
Frank deKova,,,,M,,,unknown,unknown
Marguerite DeLaMotte,1920-1942,De La Motte,Marguerite,F,1903,,R:lead,USA
Suzy Delair,1947-1966,Delair,Suzy,F,1916,,"R:voluptuous, vivacious",french
Cyril Delevanti,1964-1973,Delevanti,Cyril,M,1887,,R:aged gentlemen,british
Alain Delon,1959-1980,Delon,Alain,M,1935,,R:romantic,french
Daniele Delorme,1948-1977,Girard,Gabrielle,F,1926,,R:lead,french
Carla DelPoggio,1950,DelPoggio,Carla,F,,,unknown,italian
Julie Delpy,1988-1989,Delpy,Julie,F,1969,,unknown,french
Dolores delRio,1925-1967,Asunsolo,Dolores,F,1905,,R:aristocratic,mexico
Dom DeLuise,1965-1983,De Luise,Dom,M,1933,,R:rotund,USA
Robert Deman,,,,M,,,unknown,unknown
William Demarest,1927-1968,Demarest,William,M,1892,,R:character,USA
Derrick deMarney,1935-1966,de Marney,Derrick,M,1906,,R:good-looking,british
Terrence deMarney,1936-1969,de Marney,Terrence,M,1909,,unknown,british
Maria deMadeiros,1990,deMadeiros,Maria,F,,,R:gentle,\Pg
Cecil B. DeMille,,De Mille,Cecil,M,1881,,unknown,USA
Katherine DeMille,1934-1950,Lester,Katherine,F,1911,,R:lead,USA
Mylene Demongeot,1954-1977,Demongeot,Mylene,F,1936,,"R:sex symbol, blonde",french
Rebecca deMorney,,,,F,,,unknown,unknown
Carol Dempster,1919-1926,Dempster,Carol,F,1901,,R:lead,USA
Judi Dench,1964-1983,Dench,Judi,F,1934,,unknown,british
Catherine Deneuve,1957-1983,Dorleac,Catherine,F,1943,,"R:cool, dangerous beauty",french
Maurice Denham,1948-1977,Denham,Maurice,M,1909,,R:character,british
Robert deNiro,1968-1983,de Niro,Robert,M,1943,,R:lead,USA
Michael Denison,1940-1961,Denison,Michael,M,1915,,R:firm gentle mannered,british
Brian Dennehy,1977-1979,Dennehy,Brian,M,1940,,R:heavily built,USA
Charles Denner,1962-1980,Denner,Charles,M,1926,,R:lead,french
Richard Denning,1937-1979,Denninger,Louis A.,M,1914,,R:manly romantic,USA
Sandy Dennis,1961-1989,Dennis,Sandra Dale,F,1937,,"R:uncoordinated, blowsy ingenue",
Raymond Denny,,,,M,,,unknown,unknown
Reginald Denny,1920-1966,Daymore,Reginald Leigh,M,1891,,R:amiable stiff-upper-lip Britisher,british
Bob Denver,1963-1973,Denver,Bob,M,1935,,R:comedian,USA
Rossy dePalma,,,,,,,unknown,unknown
Elisabeth Depardieu,,,,F,,,unknown,unknown
Gerard Depardieu,1971-1989,Depardieu,G\'erard,M,1948,,R:bearish peasant,french
Frederic dePasquale,,,,M,,,unknown,unknown
Jonny Depp,1986-1990,Depp,Johnny,M,1963,,R:charming juvenile delinquent,USA
Lya dePutti,1925-1929,de Putti,Lya,F,1901,,R:lead,hungary
Emilie Dequenne,1999,Dequenne,Emilie,F,1971,,R:stolid,\Be lgium
Bo Derek,1977-1981,Collins,Mary Cathleen,F,1957,,R:pin-up,USA
John Derek,1945-1981,Harris,Derek,M,1926,,R:light lead,USA
Bruce Dern,1960-1982,Dern,Bruce,M,1936,,R:tough guy or psychotic,USA
Laura Dern,1986-1993,Dern,Laura,F,1967,,unknown,unknown
Richard Derr,1942-1975,Derr,Richard,M,1917,,R:lead,USA
Cleavant Derricks,,,,,,,unknown,unknown
Jean Desailly,1942-1980,Desailly,Jean,M,1920,,R:lead,french
Anne DeSalvo,,,,F,,,unknown,unknown
Joe DeSantis,,,,M,,,unknown,unknown
Vittorio DeSica,1941-1973,DeSica,Vittorio,M,1901,,R:skillful realist,USA
Ivan Desny,1950-1980,Desny,Ivan,M,1922,,R:lead,
Edward DeSouza,1961-1963,DeSouza,Edward,M,1933,,R:lead,british
Ed DeStefane,,,,M,,,unknown,unknown
Maruschka Detmers,1992,bn,gn,F,,,R:haunting,\Du tch
Ernst Deutsch,1916-1983,Deutsch,Ernst,M,1890,,R:character,german
William Devane,1976,,,M,,,unknown,unknown
Andy Devine,1928-1977,Devine,Andy,M,1905,,R:character comedian,USA
Danny deVito,1985,,,M,,,R:slob,
Joe Devlin,1954,Devlin,J.G.,M,,,R:sr,\Ct
William Devlin,1939,Devlin,William,M,,,R:sr,\Ct
Patrick Dewaere,1974,Dewaere,Patrick,M,19aa,,R:sr,\Ct
Brandon deWilde,1952-1972,deWilde,Brandon,M,1942,,"R:child, juvenile lead",USA
Colleen Dewhurst,1959-1980,Dewhurst,Colleen,F,1926,,R:general purpose,USA
William Dewhurst,1936,,,M,,,unknown,unknown
Billy DeWolf,,,,,,,unknown,unknown
Francis DeWolff,1948-1955,DeWolff,Francis,M,1913,,"R:bearded, burly",british
Elliot Dexter,1918,,,M,,,R:lead,USA
Susan Dey,1972-1977,Dey,Susan,F,,,R:juvenile,USA
Cliff DeYoung,1973-1978,DeYoung,Cliff,M,1945,,R:general purpose,USA
Khigh Dheigh,1962-1977,Dheigh,Khigh,M,1910,,R:evil villain,\Am(Oriental)
Selma Diamond,1983,Diamond,Selma,F,,,unknown,unknown
Cameron Diaz,1994 -1997,Diaz,Cameron,G,1970,,R:sexy,unknown
Bobby DiCicco,,,,,,,unknown,unknown
Lucinda Dickey,,,,F,,,unknown,unknown
Angie Dickinson,1954-1981,Brown,Angeline,F,1931,,R:capable beauty,USA
John Dierkes,1948-1963,Dierkes,John,M,1905,,R:gaunt,USA
William Dieterle,1924,Dieterle,Wilhelm,M,1893,,R:lead,german
Marlene Dietrich,1934,von Losch,Maria M.,F,1901,,R:vamp,german
Anton Diffring,1950-1977,Diffring,Anton,M,1918,,R:villainous Nazi,german
Arthur Dignam,1982,Dignam,Arhur,M,,,unknown,australian
Basil Dignam,1953-1962,Dignam,Basil,M,1905,,R:barrister,british
Mark Dignam,1952-1969,Dignam,Mark,M,1909,,R:professionals,british
Phyllis Diller,1960-1982,Diller,Phyllis,F,1917,,"R:zany, grotesque",USA
Bradford Dillman,1958-1983,Dillman,Bradford,M,1930,,R:lean,USA
Matt Dillon,1982-1982,Dillon,Matt,M,1964,,R:teenager,unknown
Melinda Dillon,1977-1981,Dillon,Melinda,F,1939,,R:big-breasted lead,USA
Richard Dimbleby,,,,M,,,unknown,unknown
Charles Dingle,1933-1955,Dingle,Charles,M,1887,,R:cheerfully wicked,USA
Celine Dion,1992,Celine,Dion,F,1969,,R:pop singer,canada
Piero DiOrio,,,,M,,,unknown,unknown
Dante DiPaolo,,DiPaolo,Dante,,,,R:spaghetti cowboy,italian
Bob Dishy,1967-1982,Dishy,Bob,M,,,R:character,USA
Divine,1969-1988,,,M,,,R:massive transvestite,USA
Loretta Divine,,,,F,,,unknown,unknown
Richard Dix,1921-1944,Dix,Richard,M,1894,,R:stalwart,USA
Donna Dixon,,,,F,,,unknown,unknown
Ivan Dixon,,,,M,,,unknown,unknown
Jean Dixon,1929-1938,Dixon,Jean,F,1896,,unknown,USA
Gitty Djamal,,,,F,,,unknown,unknown
Joe Dobisch,,,,M,,,unknown,unknown
Tamara Dobson,1973-1977,Dobson,Tamara,F,1947,,R:lead,USA
Claire Dodd,1930-1942,Dodd,Claire,F,1908,,R:pert supporting,USA
John Doe,,bn,fn,M,1953,,unknown,USA
Shannon Doherty,1991,,,F,1971,,"R:brat, femme fatale",
William Doherty,,,,M,,,unknown,unknown
Faith Domergue,1950-1973,Domergue,Faith,F,1925,,R:lead,USA
Placido Domingo,1982-1982,Domingo,Placido,M,1940,,R:tenor,italian
Arturo Dominici,,,,M,,,unknown,unknown
Troy Donahue,1957-1983,Johnson,Merle,M,1936,,R:beefcake hero,USA
James Donald,1941-1978,Donald,James,M,1917,,R:man of conscience,british
Peter Donat,1971-1979,Donat,Peter,M,,,R:character,canada
Robert Donat,1932-1958,Donat,Robert,M,1905,,R:melodious voice,british
Ludwig Donath,1943-1966,Donath,Ludwig,M,1900,,R:character,austria
Ruth Donelly,,,,F,,,unknown,unknown
Yolande Donlan,1941-1976,Donlan,Yolande,F,1920,,"R:lead, dumb blonde",USA
Brian Donlevy,1928-1967,Donlevy,Brian,M,1899,,R:fast talking tough roles,\Am(Ir)
Jeff Donnell,1943-1977,Donnell,Jeff,M,1921,,R:heroine's friend,USA
Donal Donnelly,1987-1990,Donelly,Donal,M,,,unknown,ireland
Patrice Donnelly,,,,,,,unknown,unknown
Ruth Donnelly,1927-1957,Donnelly,Ruth,F,1896,,R:wisecracking girlfriend,USA
Amanda Donohue,1986-1991,Donohue,Amanda,F,1962,,R:lively,british
Donovan,1950-1966,Donovan,King,M,1919,,R:general purpose,USA
King Donovan,1972,fn,gn,M,,,R:Pop singer,british
James Doohan,,,,M,,,unknown,unknown
Paul Dooley,1977-1982,Dooley,Paul,M,1928,,R:character,USA
Robert Doqui,,,,M,,,unknown,unknown
Karin Dor,1962-1973,Dor,Karin,F,,,R:lead,german
Ann Doran,1938-1971,Doran,Ann,F,1914,,R:character,USA
Stephen Dorff,1994,bn,gn,M,19aa,,R:musician,USA
Angela Dorian,,,,F,,,unknown,unknown
Francoise Dorleac,1964-1967,Dorleac,Francoise,F,1941,,R:lead,french
Dolores Dorn,1954-1980,Dorn-Heft,D,F,1935,,unknown,USA
Philip Dorn,1940-1951,vanDongen,Frits,M,1905,,R:sincere,holland
Sandra Dorn,1945-1972,Dorn,Sandra,F,1925,,R:tawdry,british
Diana Dors,1946-1976,Fluck,Diana,F,1931,,R:blonde good-time girl,british
Fifi D\'Orsay,1930-1965,Lussier,Yvonne,F,1904,,R:vivacious,canada
Gabrielle Dorziat,1880-1979,Moppert,G,F,1880,,R:character,french
Susana Dosamantes,,,,F,,,unknown,unknown
Roy Dotrice,1965-1982,Dotrice,Roy,M,1923,,R:senile,british
Catherine Doucet,1933-1949,Green,Catherine,F,1875,,R:imposing presence,USA
Diana Douglas,,,,F,,,unknown,unknown
Donald Douglas,1934-1946,Douglas,Donald,M,1905,,R:quiet-spoken,USA
Donna Douglas,1962-1966,Douglas,Donna,F,1933,,R:blonde supporting,USA
Kent Douglas,,,,M,,,unknown,unknown
Kirk Douglas,1946-1983,Demsky,Issur Danielovitch,M,1916,,"R:tense, virile, intelligent hero",USA
Melvyn Douglas,1931-1981,Hesselberg,Melvyn,M,1901,,"R:suave, polished",USA
Michael Douglas,1970-1983,Douglas,Michael,M,1945,,R:lead,USA
Paul Douglas,1948-1959,Douglas,Paul,M,1907,,"R:burly, comedy sense",USA
Robert Douglas,1931-1964,Finlayson,Robert Douglas,M,1909,,R:lead,USA
Robyn Douglas,,,,,,,unknown,unknown
Sarah Douglas,,,,F,,,unknown,unknown
Brad Dourif,1976-1981,Dourif,Brad,M,1950,,R:character,USA
Billie Dove,1922-1962,Bohny,Lilian,F,1904,,R:lead,USA
Peggy Dow,1949-1951,Varnadow,Peggy,F,1928,,R:strong lead,USA
Ned Dowd,1977,Dowd,Ned,M,,,R:hockey player,USA
Doris Dowling,1945-1964,Dowling,Doris,F,1921,,R:lead,USA
Joan Dowling,1946-1952,Dowling,Joan,F,1929,,R:teenager,british
LesleyAnne Down,1969-1982,Down,Lesley-Anne,F,1954,,R:lead,british
Robert Downey~jr.,1989-1991,Downey,Robert~jr.,M,1965,,R:ty,USA
Johnny Downs,1935-1953,Downs,Johnny,M,1913,,"R:light lead, dancer",USA
Betsy Drake,1948,Drake,Betsy,F,,,R:sr,USA
Charles Drake,1941-1971,Ruppert,Charles,M,1914,,"R:dullish, good-natured",USA
Dona Drake,1941-1954,Novella,Rita,F,1920,,R:livewire,mexico
Frances Drake,1933-1940,Drake,Frances,F,1908,,R:lead,USA
Paul Drake,,,,M,,,unknown,unknown
Tom Drake,1944-1975,Drake,Tom,F,1918,,R:`boy next door',USA
Patrick Dray,,,,M,,,unknown,unknown
Alfred Drayton,1915-1948,Varick,Alfred,M,1881,,"R:bald, comedy villain",british
Alex Dreier,1972-1974,Dreier,Alex,M,1916,,"R:rotund, character",USA
Sonia Dresdel,1942-1972,Obee,Lois,F,1909,,R:masterful role,british
Louise Dresser,1923-1937,Dresser,Louise,F,1881,,R:character,USA
Marie Dressler,1914-1933,Von Koerber,Leila,F,1869,,R:comedy character,USA
Ellen Drew,1936-1957,Ray,Terry,F,1915,,R:vivacious,USA
Richard Dreyfuss,1968-1981,Dreyfuss,Richard,M,1948,,R:charmer,USA
Bobby Driscoll,1943-1955,Driscoll,Bobby,M,1937,,R:boy actor,USA
Kate Driver,1999,Driver,Kate,F,1969,,R:beauty,british
Minnie Driver,1994-1998,Driver,Minnie,F,1971,,R:charming,british
Joanne Dru,1946-1965,la Coque,Joanne,F,1923,,R:lead,USA
James Drury,1956-1974,Drury,James,M,1934,,R:second lead,USA
Don Dubbins,1953-1963,Dubbins,Don,M,1929,,R:second lead,USA
Lesley Dudley,,,,,,,unknown,unknown
Pete Duel,1969-1970,Deuel,Peter,M,1940,,R:lead,USA
Howard Duff,1947-1981,Duff,Howard,M,1917,,R:good-looking but shifty,USA
Julia Duffy,TV,Hinds,Julia,F,1951,,R:young mother,USA
Patrick Duffy,,,,M,,,unknown,unknown
Dennis Dugan,1976-1977,Dugan,Dennis,M,1948,,R:clumsy comic,USA
Tom Dugan,1927-1951,Dugan,Tom,M,1889,,R:Irish cop or minor criminal,USA
Andrew Duggan,1956-1969,Duggan,Andrew,M,1923,,R:stalwart,USA
Richard Duggan,,,,M,,,unknown,unknown
Olympia Dukakis,,,,F,,,unknown,unknown
David Dukes,1979-1983,Dukes,David,M,,,R:lead,USA
Keir Dullea,1961-1983,Dullea,Keir,M,1936,,R:nervous,USA
Jane Dulo,,,,F,,,unknown,unknown
Sandra Dumas,,,,F,,,unknown,unknown
Gerald duMaurier,,,,M,,,unknown,unknown
Douglass Dumbrille,1931-1965,Dumbrille,Douglass,M,1890,,"R:smooth, suave",canada
Ralph Dumke,1949-1957,Dumke,Ralph,M,1900,,R:heavily-built supporting,USA
Margaret Dumont,1929-1964,Baker,Margaret,F,1889,,R:comedienne,USA
Faye Dunaway,1967-1984,Dunaway,Faye,F,1941,,R:lead,USA
Dixie Dunbar,1934-1938,Dunbar,Christina Elizabeth,F,1919,,R:energetic petite chorine,USA
Archie Duncan,1947-1969,Duncan,Archie,M,1914,,R:burly,\Br; Scots
Carmen Duncan,,,,F,,,unknown,unknown
Mary Duncan,1927-1933,Duncan,Mary,F,1903,,R:vamp,USA
Sandy Duncan,1971-1971,Duncan,Sandy,F,1946,,R:tomboyish,USA
Victor Dunlop,,,,M,,,unknown,unknown
Emma Dunn,1920-1948,Dunn,Emma,F,1875,,R:character,british
James Dunn,1931-1966,Dunn,James,M,1905,,R:genial,USA
Liam Dunn,,,,,,,unknown,unknown
Michael Dunn,1965-1974,Miller,Gary Neil,M,1935,,R:dwarf,USA
Robert Dunn,,,,M,,,unknown,unknown
Griffin Dunne,,Dunne,Griffin,M,1955,,unknown,USA
Irene Dunne,1930-1952,Dunne,Irene,F,1901,,"R:gracious, sensible",USA
Steve Dunne,,,,M,,,unknown,unknown
Mildred Dunnock,1945-1975,Dunnock,Mildred,F,1904,,R:motherly,USA
Don Dunphy,,,,M,,,unknown,unknown
Minnie Dupree,1929-1940,Dupree,Minnie,F,1873,,R:sweet old lady,USA
Ann Duprey,,,,F,,,unknown,unknown
June Duprez,1936-1961,Duprez,June,F,1918,,R:lead,british
Paul Dupuis,1945-1950,Dupuis,Paul,M,1916,,R:lead,\Ca(Fr)
Jimmy Durante,1930-1963,Durante,Jimmy,M,1893,,R:long-nosed,USA
Anthony Durbee,,,,M,,,unknown,unknown
Deanna Durbin,1936-1948,Durbin,Edna Mae,F,1921,,R:CA,unknown
Charles Durning,1965-1983,Durning,Charles,M,1933,,R:burly,USA
Monique Dury,,,,F,,,unknown,unknown
Dan Duryea,1941-1968,Duryea,Dan,M,1907,,"R:laconic, long-faced",USA
Robert Duvall,1963-1984,Duvall,Robert,M,1931,,R:nervous villain,USA
Shelley Duvall,1970-1981,Duvall,Shelley,F,1949,,unknown,USA
Ann Dvorak,1929-1951,McKim,Ann,M,1912,,"R:smart, sensitive",USA
Peter Dvorsky,,,,M,,,unknown,unknown
Leslie Dwyer,1921-1964,Dwyer,Leslie,M,1906,,R:plump cockney,british
Franklin Dyall,1930-1949,Dyall,Franklin,M,1874,,unknown,british
Valentine Dyall,1943-1965,Dyall,Valentine,M,1908,,"R:gaunt, resounding voice",british
Cameron Dye,,,,M,,,unknown,unknown
Bob Dylan,,Zimmerman,Robert,M,,,R:singer,USA
Richard Dysart,,,,M,,,unknown,unknown
William Dysart,,,,M,,,unknown,unknown
George Dzunda,1981-1991,Dzunda,George,M,,,unknown,unknown
George Eastman,1972,,,M,,,unknown,unknown
Marilyn Eastman,,,,F,,,unknown,unknown
Alison Eastwood,,,,F,,,unknown,USA
Clint Eastwood,1955-1988,Eastwood,Clint,M,1930,,R:tough cop,USA
Francesca Eastwood,1999,,,F,1994,,unknown,USA
Kimber Eastwood,,,,F,,,unknown,USA
Kyle Eastwood,,,,,,,unknown,unknown
Mary Eaton,1923-1929,Eaton,Mary,F,1901,,R:lead,USA
Shirley Eaton,1956-1968,Eaton,Shirley,F,,,R:pneumatic blonde,british
Horst Ebersberg,,,,M,,,unknown,unknown
Christine Ebersole,,,,F,,,unknown,unknown
Buddy Ebsen,1936-1981,Ebsen,Christian Rudolf,M,1908,,"R:dancer, country",USA
Maude Eburne,1930-1950,Eburne,Maude,F,1875,,"R:diminutive, frowning matron",USA
Eileen Eckhart,,,,F,,,unknown,unknown
Gosta Eckman~sr.,1939,Eckman,"G\""osta",M,,,unknown,\Sw
Gosta Eckman,1980,Eckman,"G\""osta",M,,,unknown,\Sw
Hasse Eckman,1936-1960,Hasse,Eckman,,1915,,R:[1],\Sw
Hallie Eckstein,,,,,,,unknown,unknown
Helen Jerome Eddy,1916-1940,Eddy,Helen Jerome,F,1897,,R:character,USA
Nelson Eddy,1931-1947,Eddy,Nelson,M,1901,,R:romantic singer,USA
Herb Edelman,1967-1983,Edelman,Herb,M,1930,,"R:bald, lanky",USA
Barbara Eden,1956-1981,Huffman,Barbara,F,1934,,"R:lead, singer",USA
Elizabeth Edmonds,,,,F,,,unknown,unknown
Anthony Edwards,,,,M,,,unknown,unknown
Blake Edwards,1947,Edwards,Blake,M,1922,,unknown,USA
Cliff Edwards,1929-1953,Edwards,Cliff,M,1895,,R:diminutive,USA
Henry Edwards,1918-1952,Edwards,Henry,M,1882,,R:gentlemanly,british
James Edwards,1949-1965,Edwards,James,M,1922,,R:black character,USA
Jennifer Edwards,,,,F,,,unknown,unknown
Luke Edmonds,,,,M,,,unknown,unknown
Snitz Edwards,,,,M,,,unknown,unknown
Vince Edwards,1951-1983,Zoine,Vincento Eduardo,M,1928,,R:tough sincere,USA
Eddie Egan,1974-1979,Egan,Eddie,M,1924,,R:burly,USA
Richard Egan,1949-1979,Egan,Richard,M,1921,,R:virile,USA
Julie Ege,1970-1974,Ege,Julie,F,1943,,R:decorative,\No
Samantha Eggar,1962-1979,Eggar,Samantha,F,1939,,R:lead,british
Lisa Eichhorn,1979-1981,Eichhorn,Lisa,F,1952,,R:lead,USA
Jill Eikenberry,1977-1986,Eikenberry,Jill,F,1947,,R:lead,USA
Lisa Eilbacher,,,,F,,,unknown,unknown
